reviewId,User Name,Rating,Date,Review Text,Bank/App Name,Source,Sentiment,Sentiment_Score,Processed_Reviews_Tokens,Extracted_Keywords,Identified_Theme
36f83ed0-3935-4ebd-98e5-34cf25095d32,A Google user,5,2025-06-04,best,CBE,Google Play,Positive,0.9997941851615906,['well'],"['well', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
f2bb4b73-090e-4834-8c89-2263a1158c38,A Google user,5,2025-06-04,bezabih,CBE,Google Play,Positive,0.9654072523117065,['bezabih'],"['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
54f070b9-895f-40e8-be18-acb16f8af7fa,A Google user,5,2025-06-04,Best Mobile Banking app ever,CBE,Google Play,Positive,0.9997294545173645,"['good', 'mobile', 'banking', 'app', 'ever']","['good mobile', 'app ever', 'banking app', 'ever', 'mobile banking']",Other/General Feedback
aa72fd94-aca8-48b2-bae2-29ad7633c7fb,A Google user,5,2025-06-04,good,CBE,Google Play,Positive,0.9998161196708679,['good'],"['good', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
9af95d2a-e42c-45ff-a4c9-5c38765df4a4,A Google user,2,2025-06-04,it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,CBE,Google Play,Negative,0.9981192946434021,"['good', 'app', 'issue', 'like', 'not', 'give', 'right', 'amount', 'bank', 'issue', 'transfer']","['issue', 'not give', 'right', 'amount', 'give']",Transaction Performance
88a64315-9de3-4a35-ac27-5ff37c2833b6,A Google user,5,2025-06-04,good,CBE,Google Play,Positive,0.9998161196708679,['good'],"['good', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
c2cf0ff7-85ac-4e7c-902d-a8c5a8d69e22,A Google user,5,2025-06-04,Good,CBE,Google Play,Positive,0.9998161196708679,['good'],"['good', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
acadb124-d34c-4387-97e8-266200c78d4e,A Google user,5,2025-06-04,👌👍,CBE,Google Play,Negative,0.6970565915107727,[],[],Other/General Feedback
42eed344-f5b7-49be-a7eb-b1c14386e20b,A Google user,5,2025-06-04,very niec,CBE,Google Play,Positive,0.5192620754241943,['niec'],"['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
fce00cda-d71a-486e-a4c2-7479ab7793bc,A Google user,5,2025-06-04,best app of finance,CBE,Google Play,Positive,0.9996503591537476,"['good', 'app', 'finance']","['finance', 'good app', 'good', 'app', 'access account']",Other/General Feedback
f543a13e-bc0f-4348-b57f-3a83eb67206c,A Google user,1,2025-06-03,yetemeta,CBE,Google Play,Positive,0.6553664803504944,['yetemeta'],"['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
2470d199-834a-4134-a0f9-8c684ba75491,A Google user,5,2025-06-03,Engida Kebede Fetera,CBE,Google Play,Negative,0.8396738767623901,"['engida', 'kebede', 'fetera']","['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
4beee0dd-05ad-474c-bdff-0146723f2179,A Google user,5,2025-06-03,good,CBE,Google Play,Positive,0.9998161196708679,['good'],"['good', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
428e5117-387f-4c9d-b095-3230e3f83a8a,A Google user,1,2025-06-03,it is not safety,CBE,Google Play,Negative,0.9997867941856384,['safety'],"['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
f897e474-f560-4cf9-b66b-48c455443bfe,A Google user,5,2025-06-03,NICE bank,CBE,Google Play,Positive,0.9998055100440979,"['nice', 'bank']","['nice bank', 'bank', 'nice', 'account', 'accessible']",Other/General Feedback
2f605bab-a62d-4298-bb1d-0b749bc666c4,A Google user,1,2025-06-02,it is like a childish app make it better the worst I have ever seen,CBE,Google Play,Negative,0.9997958540916443,"['like', 'childish', 'app', 'make', 'well', 'bad', 'ever', 'see']","['make well', 'ever see', 'app make', 'see', 'ever']",Other/General Feedback
90395621-bcb9-4c87-9742-57faa8e345c1,A Google user,5,2025-06-02,"It's a problem solver application, go ahead CBE, I love so much.",CBE,Google Play,Positive,0.9997678399085999,"['problem', 'solver', 'application', 'go', 'ahead', 'cbe', 'love', 'much']","['problem solver', 'love much', 'ahead', 'much', 'go']",Other/General Feedback
a6a00b41-127d-4dda-b175-e65b9879dec7,A Google user,4,2025-06-02,It's good but try to make it facilitate for your client,CBE,Google Play,Positive,0.9491767883300781,"['good', 'try', 'make', 'facilitate', 'client']","['client', 'try make', 'try', 'make', 'good']",Other/General Feedback
fae0ea4e-f650-415c-a91a-95b6b3149979,A Google user,5,2025-06-01,best app,CBE,Google Play,Positive,0.999686598777771,"['good', 'app']","['good app', 'good', 'app', 'access app', 'access account']",Other/General Feedback
a3290b0c-4569-4ed7-87aa-3a18639b4525,A Google user,5,2025-06-01,Awesome bank,CBE,Google Play,Positive,0.9998461008071899,"['awesome', 'bank']","['awesome', 'bank', 'accessible', 'access app', 'access account']",Other/General Feedback
50ffac9d-437d-4d26-af4f-b6b0153d55fd,A Google user,5,2025-05-31,this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,CBE,Google Play,Negative,0.9983141422271729,"['app', 'develop', 'good', 'way', 'comment', 'need', 'make', 'prevent', 'screenshot', 'likely', 'good', 'someone', 'like', 'coz', 'need', 'make', 'screenshot', 'quick', 'evidence', 'would', 'good', 'make', 'we', 'access', 'recent', 'transaction', 'history', 'day', 'coz', 'not', 'go', 'bank', 'person', 'see', 'old', 'transaction', 'add', 'colander', 'category', 'user', 'easily', 'access', 'old', 'transaction', 'colander']","['need make', 'coz', 'old transaction', 'make', 'transaction']","Account Access Issues, Transaction Performance, Feature Requests"
0c9b996b-a42e-4500-84fa-1d5eb764f490,A Google user,5,2025-05-31,Masha alla,CBE,Google Play,Negative,0.9514626860618591,"['masha', 'alla']","['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
8bf4df47-c266-4152-9790-4217143b3a91,A Google user,2,2025-05-31,"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",CBE,Google Play,Negative,0.9991102814674377,"['recently', 'big', 'problem', 'send', 'safaricom', 'telebir', 'even', 'cbebirr', 'wallet', 'could', 'anybody', 'responsible', 'fix', 'frustrating', 'day', 'money', 'not', 'return', 'take', 'account', 'not', 'send', 'mpesa', 'update', 'correct', 'send', 'back', 'money', 'still', 'afraid', 'send']","['send', 'money', 'telebir', 'mpesa', 'safaricom']","User Interface & Experience, Feature Requests"
62a13195-2c9d-4606-8f83-2866774e122c,A Google user,5,2025-05-31,better service,CBE,Google Play,Positive,0.9982219338417053,"['well', 'service']","['service', 'well', 'account account', 'account', 'accessible']",Other/General Feedback
66bc4eed-2004-41ea-89cd-5bed26921bc1,A Google user,5,2025-05-30,"it,s good app and time manager 👍",CBE,Google Play,Positive,0.9998370409011841,"['good', 'app', 'time', 'manager']","['manager', 'app time', 'time', 'good app', 'good']",Other/General Feedback
17190f44-a419-45dc-be9d-68b80c5360a2,A Google user,5,2025-05-30,malkaamuu Jiidhaa Namoo,CBE,Google Play,Negative,0.9887813329696655,"['malkaamuu', 'jiidhaa', 'namoo']","['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
34cf56c4-74b9-4bec-b474-0d533f8aff49,A Google user,3,2025-05-30,lower system everything,CBE,Google Play,Negative,0.9993475079536438,"['low', 'system', 'everything']","['low', 'everything', 'system', 'accessible', 'access app']",Other/General Feedback
43135ccc-5195-43a0-b7a1-c446368d8046,A Google user,5,2025-05-30,Nice!,CBE,Google Play,Positive,0.999863862991333,['nice'],"['nice', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
b99da78e-335f-40cb-bae6-26b71fa7c68c,A Google user,5,2025-05-29,Keep it up My CBE,CBE,Google Play,Positive,0.9996104836463928,"['keep', 'cbe']","['keep', 'cbe', 'accessible', 'access app', 'access account']",Other/General Feedback
aa3d99be-ecdc-4651-ad1e-347f0f8cd3e2,A Google user,5,2025-05-28,yes good,CBE,Google Play,Positive,0.9998410940170288,"['yes', 'good']","['yes', 'good', 'account', 'accessible', 'access app']",Other/General Feedback
ea23b98c-f4c7-4fdc-b64f-d8097e5efd1a,A Google user,4,2025-05-27,"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",CBE,Google Play,Negative,0.9996353387832642,"['use', 'app', 'last', 'two', 'year', 'problem', 'stop', 'work', 'month', 'ago', 'try', 'transfer', 'fund', 'give', 'error', 'can', 'not', 'transaction', 'inactive', 'account']","['give error', 'last two', 'inactive', 'fund', 'try transfer']",Transaction Performance
22c85c1d-46f6-4288-aab9-b615c040e6bb,A Google user,5,2025-05-27,i like everything of this app,CBE,Google Play,Positive,0.9996908903121948,"['like', 'everything', 'app']","['everything', 'like', 'app', 'access app', 'access account']",Other/General Feedback
058173b0-3379-42c8-9ff7-cea64a66895c,A Google user,5,2025-05-27,good,CBE,Google Play,Positive,0.9998161196708679,['good'],"['good', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
b3310092-87a7-4996-b673-366957705b66,A Google user,1,2025-05-26,🤬🤬🤬🤬 network 🛜,CBE,Google Play,Negative,0.685613214969635,['network'],"['network', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
a5a0372d-1dac-4a2d-a84e-f2c4d2bdbe2b,A Google user,5,2025-05-26,Best,CBE,Google Play,Positive,0.9997941851615906,['well'],"['well', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
fe899c01-b28c-4e6a-b221-a14759e3a97e,A Google user,5,2025-05-26,CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,CBE,Google Play,Positive,0.9982792139053345,"['cbe', 'good', 'financial', 'application', 'dimple', 'use', 'would', 'like', 'say', 'thank', 'much', 'developer', 'application', 'really', 'appreciate', 'app']","['good financial', 'application', 'appreciate app', 'application really', 'would like']",Other/General Feedback
03964dd0-bf0a-4d13-a6b0-c1437d02d94f,A Google user,5,2025-05-26,nice,CBE,Google Play,Positive,0.9998552799224854,['nice'],"['nice', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
55381137-2212-4d86-9e3b-37b0910b9107,A Google user,5,2025-05-26,good job,CBE,Google Play,Positive,0.999835729598999,"['good', 'job']","['good job', 'job', 'good', 'access app', 'access account']",Other/General Feedback
ab728a43-6a39-41aa-a872-3e2a6154dc5a,A Google user,5,2025-05-25,Good,CBE,Google Play,Positive,0.9998161196708679,['good'],"['good', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
a9dd0b63-ccf5-4a8e-a0cf-5aae4cc0ef3b,A Google user,5,2025-05-25,it's awesome!!,CBE,Google Play,Positive,0.999871015548706,['awesome'],"['awesome', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
311eda41-1f0d-412f-a35c-09eae912fcdb,A Google user,5,2025-05-25,best,CBE,Google Play,Positive,0.9997941851615906,['well'],"['well', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
fe6bf4b0-6bbd-4d88-b5b2-fa31f19ac63f,A Google user,5,2025-05-25,thankyou every one,CBE,Google Play,Positive,0.9998461008071899,"['thankyou', 'every', 'one']","['thankyou', 'every', 'one', 'account', 'accessible']",Other/General Feedback
d5a14f98-2d64-4666-aab0-424dd1fc7e21,A Google user,5,2025-05-25,best app,CBE,Google Play,Positive,0.999686598777771,"['good', 'app']","['good app', 'good', 'app', 'access app', 'access account']",Other/General Feedback
e24202d3-c8fd-46f3-9919-a6946c6ac403,A Google user,5,2025-05-25,Ronaldo 🇵🇹 🥇,CBE,Google Play,Positive,0.9948286414146423,['ronaldo'],"['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
52aa3e01-9c6a-499d-aa48-b85b82d34781,A Google user,5,2025-05-25,"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",CBE,Google Play,Positive,0.9998852014541626,"['app', 'absolutely', 'fantastic', 'love', 'enjoy', 'let', 'we', 'support', 'foundation', 'together']","['absolutely', 'enjoy', 'let', 'support', 'we']",Customer Support
9e6b8e08-8acf-4e1f-a179-a5a703ff2ebc,A Google user,2,2025-05-25,"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",CBE,Google Play,Negative,0.9997394680976868,"['cbe', 'app', 'highly', 'unreliable', 'recent', 'week', 'frequently', 'fail', 'work', 'properly', 'ethio', 'telecom', 'safaricom', 'network', 'whether', 'use', 'wifi', 'mobile', 'datum', 'week', 'system', 'entirely', 'extended', 'period', 'make', 'difficult', 'access', 'banking', 'service', 'app', 'function', 'intermittently', 'lack', 'consistency', 'frustrating', 'hope', 'issue', 'address', 'soon', 'nontechnical', 'influence', 'remove', 'essential', 'service']","['week', 'service', 'app function', 'whether', 'ethio']","Account Access Issues, User Interface & Experience"
d4c4a244-7c41-4d44-9541-a9fefc6190c3,A Google user,5,2025-05-25,mortuary app,CBE,Google Play,Negative,0.7924914956092834,"['mortuary', 'app']","['app', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
8bc7721c-3d11-4a15-a787-fdb0c266a9f4,A Google user,5,2025-05-25,it is smart app but it has stoped after some period of time on my device with out any reason .,CBE,Google Play,Negative,0.9961044788360596,"['smart', 'app', 'stop', 'period', 'time', 'device', 'reason']","['period time', 'period', 'smart app', 'app stop', 'smart']",Other/General Feedback
d3266f1c-8cb9-4766-a90e-47c2532a2b42,A Google user,4,2025-05-24,amazing app I am used this app for one year,CBE,Google Play,Positive,0.9991408586502075,"['amazing', 'app', 'use', 'app', 'one', 'year']","['app one', 'app use', 'amazing app', 'year', 'use app']",Other/General Feedback
1426b3c3-e096-4535-9ec8-f9972af0ac54,A Google user,5,2025-05-24,👍,CBE,Google Play,Negative,0.6970565915107727,[],[],Other/General Feedback
505a4969-b975-4810-a641-b501ba9dc078,A Google user,5,2025-05-24,good app,CBE,Google Play,Positive,0.9998493194580078,"['good', 'app']","['good app', 'good', 'app', 'access app', 'access account']",Other/General Feedback
5864d26a-c52e-4755-86e5-3bfbf9f1d814,A Google user,5,2025-05-24,i love it 😍😘,CBE,Google Play,Positive,0.9998791217803955,['love'],"['love', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
f49a91cf-b302-4977-a99d-c545b7213dad,A Google user,5,2025-05-24,It makes life easy!👌,CBE,Google Play,Positive,0.9993600249290466,"['make', 'life', 'easy']","['life easy', 'make life', 'life', 'make', 'easy']",User Interface & Experience
893a61e9-9eeb-4972-9a46-1eb810d54520,A Google user,1,2025-05-24,its not fast,CBE,Google Play,Negative,0.9949808716773987,['fast'],"['fast', 'account', 'accessible', 'access app', 'access account']",Transaction Performance
9178649b-de1e-4cda-b5c0-b818fcfb560a,A Google user,4,2025-05-24,wow,CBE,Google Play,Positive,0.999592125415802,['wow'],"['wow', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
85e5a705-1f69-439d-be61-5b0cd73237e2,A Google user,5,2025-05-24,it is sooo good,CBE,Google Play,Positive,0.9998735189437866,"['sooo', 'good']","['good', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
46c30714-0201-4098-a5a5-b4c94924181d,A Google user,5,2025-05-24,excellent,CBE,Google Play,Positive,0.9998434782028198,['excellent'],"['excellent', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
fd822304-f04e-4be9-a1e0-c6ab0dd5d485,A Google user,1,2025-05-24,ok,CBE,Google Play,Positive,0.9997851252555847,['ok'],"['ok', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
7663c1c2-6a74-4566-9e5d-c4451449d9d0,A Google user,5,2025-05-23,Fantastic,CBE,Google Play,Positive,0.9998743534088135,['fantastic'],"['fantastic', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
dad4e463-c5b1-47bc-a193-84741470825e,A Google user,5,2025-05-23,accessible to using,CBE,Google Play,Positive,0.999116837978363,"['accessible', 'use']","['accessible', 'use', 'account account', 'account', 'access app']",Other/General Feedback
382b6807-a1f4-48e7-98fe-d22eeb1edd4d,A Google user,4,2025-05-23,I like it,CBE,Google Play,Positive,0.9998593330383301,['like'],"['like', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
5cf0ff9b-047d-4575-9351-eb77dee85e05,A Google user,5,2025-05-23,good,CBE,Google Play,Positive,0.9998161196708679,['good'],"['good', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
a68dfd3a-aaa3-48bc-84b8-842311de1b8c,A Google user,5,2025-05-23,why you change default network?,CBE,Google Play,Negative,0.9962357878684998,"['change', 'default', 'network']","['change', 'network', 'account', 'accessible', 'access app']",Other/General Feedback
2938c3f2-fa9c-4847-98e1-b0bfc57cb614,A Google user,5,2025-05-23,very nice 👍,CBE,Google Play,Positive,0.9998577833175659,['nice'],"['nice', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
bbe86a27-add8-491a-9414-cb69534c384a,A Google user,5,2025-05-23,good,CBE,Google Play,Positive,0.9998161196708679,['good'],"['good', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
c2af9859-2af3-409d-8df2-57b98b6d29e1,A Google user,5,2025-05-23,nice fast app,CBE,Google Play,Positive,0.999833345413208,"['nice', 'fast', 'app']","['nice fast', 'fast app', 'fast', 'nice', 'app']",Transaction Performance
cb138ee0-5b31-4f4d-a98e-cc5429cdd12a,A Google user,5,2025-05-23,good,CBE,Google Play,Positive,0.9998161196708679,['good'],"['good', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
3e538d9f-cec3-4f37-ad3d-547d33729ea5,A Google user,5,2025-05-23,best,CBE,Google Play,Positive,0.9997941851615906,['well'],"['well', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
3589e146-296a-4c7c-9c8d-8f1593190cbe,A Google user,5,2025-05-23,how to I get my money,CBE,Google Play,Negative,0.9934091567993164,"['get', 'money']","['get money', 'money', 'get', 'accessible', 'access app']",Other/General Feedback
7dc48c33-245c-4920-9cf7-4b3d40d00064,A Google user,1,2025-05-22,"Very bad, can't even load they need to improve their services.",CBE,Google Play,Negative,0.9998165965080261,"['bad', 'can', 'not', 'even', 'load', 'need', 'improve', 'service']","['even load', 'need improve', 'load', 'not even', 'improve']",Feature Requests
e207b071-24a5-447f-b6b3-0eb287986a88,A Google user,4,2025-05-22,"Very good app, but please make it reliable . it crashes sometimes .",CBE,Google Play,Positive,0.9649853706359863,"['good', 'app', 'please', 'make', 'reliable', 'crash', 'sometimes']","['app please', 'please make', 'reliable', 'crash', 'sometimes']",User Interface & Experience
d3187592-0b15-407a-a9a0-bffbd13bc2fd,A Google user,3,2025-05-22,very busy I don't know why... I prefer 889,CBE,Google Play,Negative,0.9991938471794128,"['busy', 'not', 'know', 'prefer']","['prefer', 'busy', 'not know', 'know', 'not']",Other/General Feedback
5c907c9f-8bd3-4703-9505-744e632c595c,A Google user,4,2025-05-22,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",CBE,Google Play,Negative,0.9966771602630615,"['sometimes', 'nasty', 'lag', 'several', 'hour', 'fix', 'rest']","['rest', 'hour', 'several', 'lag', 'sometimes']",Other/General Feedback
f5386dd0-124d-4a3e-964e-75f475130af9,A Google user,1,2025-05-22,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,CBE,Google Play,Negative,0.9986202716827393,"['boring', 'mobil', 'banking', 'application', 'ethiopiaplease', 'use', 'alternative', 'private', 'bank', 'mobile', 'banking', 'app']","['banking', 'private bank', 'private', 'boring', 'bank mobile']",Other/General Feedback
cecd67ca-fc27-4414-8704-0f705520fa98,A Google user,5,2025-05-22,hojii bonsaadha,CBE,Google Play,Positive,0.9568661451339722,"['hojii', 'bonsaadha']","['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
beef426f-6270-49b7-9f5a-ae9bc8cc3690,A Google user,5,2025-05-22,ok,CBE,Google Play,Positive,0.9997851252555847,['ok'],"['ok', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
937d6610-96cf-46b9-b9c2-34b6e475dd33,A Google user,5,2025-05-22,ok,CBE,Google Play,Positive,0.9997851252555847,['ok'],"['ok', 'account account', 'account', 'accessible', 'access app']",Other/General Feedback
310cffb5-629d-4f32-b55c-aff448ddad2d,A Google user,5,2025-05-22,user-friendly apps.because this app is easy.,CBE,Google Play,Positive,0.955450713634491,"['userfriendly', 'appsbecause', 'app', 'easy']","['userfriendly', 'app easy', 'easy', 'app', 'access app']",User Interface & Experience
02df386f-21b3-47c3-921f-4bf17ce136f8,A Google user,5,2025-05-22,Awosome!!!,CBE,Google Play,Positive,0.6944916844367981,['awosome'],"['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
b9c8ce60-4060-438b-a0e8-c8faf314b7a4,A Google user,5,2025-05-22,"Very good app,",CBE,Google Play,Positive,0.9998691082000732,"['good', 'app']","['good app', 'good', 'app', 'access app', 'access account']",Other/General Feedback
34d6492b-f6e7-42ed-851a-348ab215c36a,A Google user,5,2025-05-22,sync problem may 22 2025 but the date stack on may 8 2025 help pls,CBE,Google Play,Negative,0.992516815662384,"['sync', 'problem', 'may', 'date', 'stack', 'may', 'help', 'pls']","['may', 'stack', 'date', 'pls', 'sync']",Customer Support
51d29cb1-86f9-45cb-8c16-04c431d7d213,A Google user,5,2025-05-22,ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,CBE,Google Play,Positive,0.9997020363807678,"['ይህ', 'መተግበሪያ', 'በጣም', 'ጥሩ', 'ነው', 'app', 'nice']","['ይህ', 'app nice', 'መተግበሪያ', 'በጣም ጥሩ', 'ጥሩ ነው']",Other/General Feedback
23ee51ec-56a4-4b30-987a-2c854badda8d,A Google user,1,2025-05-22,I hate this app 😒,CBE,Google Play,Negative,0.9996378421783447,"['hate', 'app']","['hate app', 'hate', 'app', 'access app', 'access account']",Other/General Feedback
2e950543-b00d-445e-9d57-57f26f6f8c8c,A Google user,5,2025-05-22,trustful,CBE,Google Play,Positive,0.9998213648796082,['trustful'],"['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
4e46ad7e-37a8-4538-8add-83c140705840,A Google user,5,2025-05-22,I like,CBE,Google Play,Positive,0.9998149275779724,['like'],"['like', 'account', 'accessible', 'access app', 'access account']",Other/General Feedback
0073bcff-2f19-431b-ac20-770d2c08e9a4,A Google user,4,2025-05-22,update issue,CBE,Google Play,Positive,0.5473260283470154,"['update', 'issue']","['issue', 'update', 'account', 'accessible', 'access app']","User Interface & Experience, Feature Requests"
392ef1b2-7904-4874-99c5-45d7d98344ac,A Google user,1,2025-05-22,its not working over safari network,CBE,Google Play,Negative,0.9991377592086792,"['work', 'safari', 'network']","['network', 'work', 'account account', 'account', 'accessible']",Other/General Feedback
f52e56b1-7c66-4e8f-942d-06f23ea3ecae,A Google user,1,2025-05-22,oldie,CBE,Google Play,Negative,0.6663177013397217,['oldie'],"['account another', 'account balance', 'account bank', 'account cbe', 'account number']",Other/General Feedback
832328c2-cdd0-465b-b6eb-e519f7ffa59d,A Google user,1,2025-05-21,it doesn't work,CBE,Google Play,Negative,0.9997813105583191,"['not', 'work']","['not work', 'not', 'work', 'account account', 'account']",Other/General Feedback
